Statistics Type,Period,Years,Month,Quarters,Consumption Domain Code,Consumption Domain,Source Domain Code,Source Domain,Cancellation type,Total
EECS-Electricity,2022-03,2022,Mar,Qtr1,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,80176
EECS-Electricity,2022-03,2022,Mar,Qtr1,MT,MT - Malta,NO,NO - Norway,EU/EEA/EC non AIB Member,11895
EECS-Electricity,2022-03,2022,Mar,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,10265645
EECS-Electricity,2022-03,2022,Mar,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,6137369
EECS-Electricity,2022-03,2022,Mar,Qtr1,PE,PE - Peru,NO,NO - Norway,Other,7230
EECS-Electricity,2022-03,2022,Mar,Qtr1,PL,PL - Poland,FI,FI - Finland,EU/EEA/EC non AIB Member,260
EECS-Electricity,2022-03,2022,Mar,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,275273
EECS-Electricity,2022-03,2022,Mar,Qtr1,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,1830997
EECS-Electricity,2022-03,2022,Mar,Qtr1,RO,RO - Romania,FR,FR - France,EU/EEA/EC non AIB Member,42460
EECS-Electricity,2022-03,2022,Mar,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,71341
EECS-Electricity,2022-03,2022,Mar,Qtr1,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,141642
EECS-Electricity,2022-03,2022,Mar,Qtr1,RU,RU - Russian Federation,FI,FI - Finland,Other,542
EECS-Electricity,2022-03,2022,Mar,Qtr1,RU,RU - Russian Federation,NO,NO - Norway,Other,7548
EECS-Electricity,2022-03,2022,Mar,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,19436686
EECS-Electricity,2022-03,2022,Mar,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,1102365
EECS-Electricity,2022-03,2022,Mar,Qtr1,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,547491
EECS-Electricity,2022-03,2022,Mar,Qtr1,TR,TR - Turkey,NO,NO - Norway,Other,19125
EECS-Electricity,2022-03,2022,Mar,Qtr1,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,695
EECS-Electricity,2022-03,2022,Mar,Qtr1,US,US - United States of America,NO,NO - Norway,Other,3137
EECS-Electricity,2022-03,2022,Mar,Qtr1,KR,KR - South Korea,NO,NO - Norway,Other,972
