Statistics Type,Period,Years,Month,Quarters,Consumption Domain Code,Consumption Domain,Source Domain Code,Source Domain,Cancellation type,Total
EECS-Electricity,2021-03,2021,Mar,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,142340
EECS-Electricity,2021-03,2021,Mar,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,5395135
EECS-Electricity,2021-03,2021,Mar,Qtr1,IN,IN - India,NO,NO - Norway,Other,4940
EECS-Electricity,2021-03,2021,Mar,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,1811294
EECS-Electricity,2021-03,2021,Mar,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,46746132
EECS-Electricity,2021-03,2021,Mar,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,27496
EECS-Electricity,2021-03,2021,Mar,Qtr1,LT,LT - Lithuania,FI,FI - Finland,Other AIB member,1
EECS-Electricity,2021-03,2021,Mar,Qtr1,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,365794
EECS-Electricity,2021-03,2021,Mar,Qtr1,LU,LU - Luxembourg,BE,BEW - Belgium (Wallonia),Other AIB member,3899
EECS-Electricity,2021-03,2021,Mar,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,1870459
EECS-Electricity,2021-03,2021,Mar,Qtr1,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,90439
EECS-Electricity,2021-03,2021,Mar,Qtr1,MD,MD - Moldova,NO,NO - Norway,EU/EEA/EC non AIB Member,6
EECS-Electricity,2021-03,2021,Mar,Qtr1,MT,MT - Malta,FR,FR - France,EU/EEA/EC non AIB Member,6751
EECS-Electricity,2021-03,2021,Mar,Qtr1,MT,MT - Malta,NO,NO - Norway,EU/EEA/EC non AIB Member,6000
EECS-Electricity,2021-03,2021,Mar,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,10744809
EECS-Electricity,2021-03,2021,Mar,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,5610110
EECS-Electricity,2021-03,2021,Mar,Qtr1,PL,PL - Poland,NL,NL - Netherlands,EU/EEA/EC non AIB Member,20612
EECS-Electricity,2021-03,2021,Mar,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,136261
EECS-Electricity,2021-03,2021,Mar,Qtr1,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,218788
EECS-Electricity,2021-03,2021,Mar,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,70588
EECS-Electricity,2021-03,2021,Mar,Qtr1,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,77489
EECS-Electricity,2021-03,2021,Mar,Qtr1,RU,RU - Russian Federation,FI,FI - Finland,Other,1573
EECS-Electricity,2021-03,2021,Mar,Qtr1,RU,RU - Russian Federation,NO,NO - Norway,Other,30552
EECS-Electricity,2021-03,2021,Mar,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,15699918
EECS-Electricity,2021-03,2021,Mar,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,769017
EECS-Electricity,2021-03,2021,Mar,Qtr1,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,796000
EECS-Electricity,2021-03,2021,Mar,Qtr1,TR,TR - Turkey,NO,NO - Norway,Other,873
EECS-Electricity,2021-03,2021,Mar,Qtr1,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,2157
EECS-Electricity,2021-03,2021,Mar,Qtr1,US,US - United States of America,NO,NO - Norway,Other,705720
EECS-Electricity,2021-06,2021,Jun,Qtr2,AT,AT - Austria,AT,AT - Austria,AIB Member own country,338430
EECS-Electricity,2021-06,2021,Jun,Qtr2,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1276576
EECS-Electricity,2021-06,2021,Jun,Qtr2,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,91420
EECS-Electricity,2021-06,2021,Jun,Qtr2,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,2092009
EECS-Electricity,2021-06,2021,Jun,Qtr2,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,94303
EECS-Electricity,2021-06,2021,Jun,Qtr2,DE,DE - Germany,DE,DE - Germany,AIB Member own country,5846413
EECS-Electricity,2021-06,2021,Jun,Qtr2,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,234587
EECS-Electricity,2021-06,2021,Jun,Qtr2,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,91743
EECS-Electricity,2021-06,2021,Jun,Qtr2,FI,FI - Finland,FI,FI - Finland,AIB Member own country,906549
EECS-Electricity,2021-06,2021,Jun,Qtr2,FR,FR - France,FR,FR - France,AIB Member own country,1657612
EECS-Electricity,2021-06,2021,Jun,Qtr2,GB,GB - United Kingdom,NO,NO - Norway,Other,32117461
EECS-Electricity,2021-06,2021,Jun,Qtr2,GB,GB - United Kingdom,SE,SE - Sweden,Other,12202
EECS-Electricity,2021-06,2021,Jun,Qtr2,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,1739
EECS-Electricity,2021-06,2021,Jun,Qtr2,HU,HU - Hungary,NO,NO - Norway,Other AIB member,24584
EECS-Electricity,2021-06,2021,Jun,Qtr2,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,96018
EECS-Electricity,2021-06,2021,Jun,Qtr2,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,3
EECS-Electricity,2021-06,2021,Jun,Qtr2,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,26189
EECS-Electricity,2021-06,2021,Jun,Qtr2,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,14000
EECS-Electricity,2021-06,2021,Jun,Qtr2,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,50934
EECS-Electricity,2021-06,2021,Jun,Qtr2,MT,MT - Malta,FR,FR - France,EU/EEA/EC non AIB Member,6751
EECS-Electricity,2021-06,2021,Jun,Qtr2,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,8265826
EECS-Electricity,2021-06,2021,Jun,Qtr2,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1267897
EECS-Electricity,2021-06,2021,Jun,Qtr2,PL,PL - Poland,FI,FI - Finland,EU/EEA/EC non AIB Member,9400
EECS-Electricity,2021-06,2021,Jun,Qtr2,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,19787
EECS-Electricity,2021-06,2021,Jun,Qtr2,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,221027
EECS-Electricity,2021-06,2021,Jun,Qtr2,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,42072
EECS-Electricity,2021-06,2021,Jun,Qtr2,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,87889
EECS-Electricity,2021-06,2021,Jun,Qtr2,RU,RU - Russian Federation,NO,NO - Norway,Other,22330
EECS-Electricity,2021-06,2021,Jun,Qtr2,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,2660328
EECS-Electricity,2021-06,2021,Jun,Qtr2,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,6200
EECS-Electricity,2021-06,2021,Jun,Qtr2,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,361439
EECS-Electricity,2021-07,2021,Jul,Qtr3,AT,AT - Austria,AT,AT - Austria,AIB Member own country,99632
EECS-Electricity,2021-07,2021,Jul,Qtr3,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,995195
EECS-Electricity,2021-07,2021,Jul,Qtr3,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,112335
EECS-Electricity,2021-07,2021,Jul,Qtr3,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,449
EECS-Electricity,2021-07,2021,Jul,Qtr3,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,780840
EECS-Electricity,2021-07,2021,Jul,Qtr3,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,87952
EECS-Electricity,2021-07,2021,Jul,Qtr3,DE,DE - Germany,DE,DE - Germany,AIB Member own country,5438846
EECS-Electricity,2021-07,2021,Jul,Qtr3,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,269213
EECS-Electricity,2021-07,2021,Jul,Qtr3,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,45268
EECS-Electricity,2021-07,2021,Jul,Qtr3,FI,FI - Finland,FI,FI - Finland,AIB Member own country,797375
EECS-Electricity,2021-07,2021,Jul,Qtr3,FR,FR - France,FR,FR - France,AIB Member own country,1562168
EECS-Electricity,2021-07,2021,Jul,Qtr3,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,13279
EECS-Electricity,2021-07,2021,Jul,Qtr3,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,3322
EECS-Electricity,2021-07,2021,Jul,Qtr3,HU,HU - Hungary,NO,NO - Norway,Other AIB member,128910
EECS-Electricity,2021-07,2021,Jul,Qtr3,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,807934
EECS-Electricity,2021-07,2021,Jul,Qtr3,IT,IT - Italy,IT,IT - Italy,AIB Member own country,111951
EECS-Electricity,2021-07,2021,Jul,Qtr3,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,3
EECS-Electricity,2021-07,2021,Jul,Qtr3,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,109592
EECS-Electricity,2021-07,2021,Jul,Qtr3,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,11500
EECS-Electricity,2021-07,2021,Jul,Qtr3,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,64041
EECS-Electricity,2021-07,2021,Jul,Qtr3,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,8170867
EECS-Electricity,2021-07,2021,Jul,Qtr3,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1731283
EECS-Electricity,2021-07,2021,Jul,Qtr3,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,6045
EECS-Electricity,2021-07,2021,Jul,Qtr3,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,596790
EECS-Electricity,2021-07,2021,Jul,Qtr3,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,45000
EECS-Electricity,2021-07,2021,Jul,Qtr3,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,79515
EECS-Electricity,2021-07,2021,Jul,Qtr3,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,1180432
EECS-Electricity,2021-07,2021,Jul,Qtr3,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,9668
EECS-Electricity,2021-07,2021,Jul,Qtr3,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,780160
EECS-Electricity,2021-05,2021,May,Qtr2,AT,AT - Austria,AT,AT - Austria,AIB Member own country,1218196
EECS-Electricity,2021-05,2021,May,Qtr2,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,415859
EECS-Electricity,2021-05,2021,May,Qtr2,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1220138
EECS-Electricity,2021-05,2021,May,Qtr2,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,102708
EECS-Electricity,2021-05,2021,May,Qtr2,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,1920
EECS-Electricity,2021-05,2021,May,Qtr2,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,3866
EECS-Electricity,2021-05,2021,May,Qtr2,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,29547820
EECS-Electricity,2021-05,2021,May,Qtr2,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,67236
EECS-Electricity,2021-05,2021,May,Qtr2,DE,DE - Germany,DE,DE - Germany,AIB Member own country,11523058
EECS-Electricity,2021-05,2021,May,Qtr2,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,207805
EECS-Electricity,2021-05,2021,May,Qtr2,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,37782
EECS-Electricity,2021-05,2021,May,Qtr2,FI,FI - Finland,FI,FI - Finland,AIB Member own country,1201180
EECS-Electricity,2021-05,2021,May,Qtr2,FR,FR - France,FR,FR - France,AIB Member own country,1715694
EECS-Electricity,2021-05,2021,May,Qtr2,GB,GB - United Kingdom,NO,NO - Norway,Other,2459732
EECS-Electricity,2021-05,2021,May,Qtr2,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,766
EECS-Electricity,2021-05,2021,May,Qtr2,HU,HU - Hungary,NO,NO - Norway,Other AIB member,3904
EECS-Electricity,2021-05,2021,May,Qtr2,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,80908
EECS-Electricity,2021-05,2021,May,Qtr2,IT,IT - Italy,IT,IT - Italy,AIB Member own country,43570
EECS-Electricity,2021-05,2021,May,Qtr2,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,6
EECS-Electricity,2021-05,2021,May,Qtr2,LI,LI - Liechtenstein,NO,NO - Norway,EU/EEA/EC non AIB Member,313
EECS-Electricity,2021-05,2021,May,Qtr2,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,97403
EECS-Electricity,2021-05,2021,May,Qtr2,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,105677
EECS-Electricity,2021-05,2021,May,Qtr2,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,50627
EECS-Electricity,2021-05,2021,May,Qtr2,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,8783927
EECS-Electricity,2021-05,2021,May,Qtr2,NO,NO - Norway,NO,NO - Norway,AIB Member own country,3138437
EECS-Electricity,2021-05,2021,May,Qtr2,PL,PL - Poland,NL,NL - Netherlands,EU/EEA/EC non AIB Member,20549
EECS-Electricity,2021-05,2021,May,Qtr2,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,18995
EECS-Electricity,2021-05,2021,May,Qtr2,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,370447
EECS-Electricity,2021-05,2021,May,Qtr2,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,7558
EECS-Electricity,2021-05,2021,May,Qtr2,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,118485
EECS-Electricity,2021-05,2021,May,Qtr2,RU,RU - Russian Federation,NO,NO - Norway,Other,33933
EECS-Electricity,2021-05,2021,May,Qtr2,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,2633437
EECS-Electricity,2021-05,2021,May,Qtr2,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,158994
EECS-Electricity,2021-05,2021,May,Qtr2,US,US - United States of America,NO,NO - Norway,Other,23185
EECS-Electricity,2021-08,2021,Aug,Qtr3,AT,AT - Austria,AT,AT - Austria,AIB Member own country,37816
EECS-Electricity,2021-08,2021,Aug,Qtr3,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,353595
EECS-Electricity,2021-08,2021,Aug,Qtr3,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1166628
EECS-Electricity,2021-08,2021,Aug,Qtr3,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,378301
EECS-Electricity,2021-08,2021,Aug,Qtr3,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,2500
EECS-Electricity,2021-08,2021,Aug,Qtr3,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,66
EECS-Electricity,2021-08,2021,Aug,Qtr3,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,199247
EECS-Electricity,2021-08,2021,Aug,Qtr3,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,102537
EECS-Electricity,2021-08,2021,Aug,Qtr3,DE,DE - Germany,CH,CH - Switzerland,Other AIB member,1050
EECS-Electricity,2021-08,2021,Aug,Qtr3,DE,DE - Germany,DE,DE - Germany,AIB Member own country,2560593
EECS-Electricity,2021-08,2021,Aug,Qtr3,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,206313
EECS-Electricity,2021-08,2021,Aug,Qtr3,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,104657
EECS-Electricity,2021-08,2021,Aug,Qtr3,FI,FI - Finland,FI,FI - Finland,AIB Member own country,1144499
EECS-Electricity,2021-08,2021,Aug,Qtr3,FR,FR - France,FR,FR - France,AIB Member own country,649253
EECS-Electricity,2021-08,2021,Aug,Qtr3,GB,GB - United Kingdom,NO,NO - Norway,Other,40000
EECS-Electricity,2021-08,2021,Aug,Qtr3,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,93
EECS-Electricity,2021-08,2021,Aug,Qtr3,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,12514
EECS-Electricity,2021-08,2021,Aug,Qtr3,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,710
EECS-Electricity,2021-08,2021,Aug,Qtr3,HU,HU - Hungary,NO,NO - Norway,Other AIB member,10639
EECS-Electricity,2021-08,2021,Aug,Qtr3,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,850323
EECS-Electricity,2021-08,2021,Aug,Qtr3,IT,IT - Italy,IT,IT - Italy,AIB Member own country,113697
EECS-Electricity,2021-08,2021,Aug,Qtr3,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2021-08,2021,Aug,Qtr3,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,255498
EECS-Electricity,2021-08,2021,Aug,Qtr3,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,56596
EECS-Electricity,2021-08,2021,Aug,Qtr3,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,7438089
EECS-Electricity,2021-08,2021,Aug,Qtr3,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1447096
EECS-Electricity,2021-08,2021,Aug,Qtr3,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,10162
EECS-Electricity,2021-08,2021,Aug,Qtr3,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,573857
EECS-Electricity,2021-08,2021,Aug,Qtr3,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,517
EECS-Electricity,2021-08,2021,Aug,Qtr3,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,20961
EECS-Electricity,2021-08,2021,Aug,Qtr3,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,1297802
EECS-Electricity,2021-08,2021,Aug,Qtr3,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,344858
EECS-Electricity,2021-08,2021,Aug,Qtr3,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,146
EECS-Electricity,2021-04,2021,Apr,Qtr2,AT,AT - Austria,AT,AT - Austria,AIB Member own country,33177698
EECS-Electricity,2021-04,2021,Apr,Qtr2,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,976054
EECS-Electricity,2021-04,2021,Apr,Qtr2,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,561088
EECS-Electricity,2021-04,2021,Apr,Qtr2,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,15007125
EECS-Electricity,2021-04,2021,Apr,Qtr2,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,342674
EECS-Electricity,2021-04,2021,Apr,Qtr2,DE,DE - Germany,DE,DE - Germany,AIB Member own country,14594856
EECS-Electricity,2021-04,2021,Apr,Qtr2,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,52168
EECS-Electricity,2021-04,2021,Apr,Qtr2,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,97728
EECS-Electricity,2021-04,2021,Apr,Qtr2,FI,FI - Finland,FI,FI - Finland,AIB Member own country,973838
EECS-Electricity,2021-04,2021,Apr,Qtr2,FR,FR - France,FR,FR - France,AIB Member own country,2156916
EECS-Electricity,2021-04,2021,Apr,Qtr2,GB,GB - United Kingdom,CH,CH - Switzerland,Other,32655
EECS-Electricity,2021-04,2021,Apr,Qtr2,GB,GB - United Kingdom,NO,NO - Norway,Other,8964917
EECS-Electricity,2021-04,2021,Apr,Qtr2,GB,GB - United Kingdom,SE,SE - Sweden,Other,9263
EECS-Electricity,2021-04,2021,Apr,Qtr2,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,606
EECS-Electricity,2021-04,2021,Apr,Qtr2,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,23299
EECS-Electricity,2021-04,2021,Apr,Qtr2,HU,HU - Hungary,FR,FR - France,Other AIB member,26750
EECS-Electricity,2021-04,2021,Apr,Qtr2,HU,HU - Hungary,NO,NO - Norway,Other AIB member,27379
EECS-Electricity,2021-04,2021,Apr,Qtr2,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,128854
EECS-Electricity,2021-04,2021,Apr,Qtr2,IT,IT - Italy,IT,IT - Italy,AIB Member own country,111720
EECS-Electricity,2021-04,2021,Apr,Qtr2,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,209010
EECS-Electricity,2021-04,2021,Apr,Qtr2,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,122489
EECS-Electricity,2021-04,2021,Apr,Qtr2,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,57695
EECS-Electricity,2021-04,2021,Apr,Qtr2,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,11628546
EECS-Electricity,2021-04,2021,Apr,Qtr2,NO,NO - Norway,NO,NO - Norway,AIB Member own country,797116
EECS-Electricity,2021-04,2021,Apr,Qtr2,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,19327
EECS-Electricity,2021-04,2021,Apr,Qtr2,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,579519
EECS-Electricity,2021-04,2021,Apr,Qtr2,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,374
EECS-Electricity,2021-04,2021,Apr,Qtr2,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,27884
EECS-Electricity,2021-04,2021,Apr,Qtr2,RU,RU - Russian Federation,NO,NO - Norway,Other,3427
EECS-Electricity,2021-04,2021,Apr,Qtr2,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,1553605
EECS-Electricity,2021-04,2021,Apr,Qtr2,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,196395
EECS-Electricity,2021-04,2021,Apr,Qtr2,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,1188
EECS-Electricity,2021-04,2021,Apr,Qtr2,US,US - United States of America,NO,NO - Norway,Other,70569
EECS-Electricity,2021-09,2021,Sep,Qtr3,AT,AT - Austria,AT,AT - Austria,AIB Member own country,131334
EECS-Electricity,2021-09,2021,Sep,Qtr3,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,326085
EECS-Electricity,2021-09,2021,Sep,Qtr3,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,384905
EECS-Electricity,2021-09,2021,Sep,Qtr3,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,111922
EECS-Electricity,2021-09,2021,Sep,Qtr3,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,7258
EECS-Electricity,2021-09,2021,Sep,Qtr3,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,821664
EECS-Electricity,2021-09,2021,Sep,Qtr3,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,170748
EECS-Electricity,2021-09,2021,Sep,Qtr3,DE,DE - Germany,DE,DE - Germany,AIB Member own country,2369274
EECS-Electricity,2021-09,2021,Sep,Qtr3,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,279591
EECS-Electricity,2021-09,2021,Sep,Qtr3,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,39124
EECS-Electricity,2021-09,2021,Sep,Qtr3,FI,FI - Finland,FI,FI - Finland,AIB Member own country,1969257
EECS-Electricity,2021-09,2021,Sep,Qtr3,FR,FR - France,FR,FR - France,AIB Member own country,2488608
EECS-Electricity,2021-09,2021,Sep,Qtr3,GB,GB - United Kingdom,NO,NO - Norway,Other,36789
EECS-Electricity,2021-09,2021,Sep,Qtr3,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,1093640
EECS-Electricity,2021-09,2021,Sep,Qtr3,HU,HU - Hungary,NO,NO - Norway,Other AIB member,101891
EECS-Electricity,2021-09,2021,Sep,Qtr3,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,1482362
EECS-Electricity,2021-09,2021,Sep,Qtr3,IT,IT - Italy,IT,IT - Italy,AIB Member own country,199220
EECS-Electricity,2021-09,2021,Sep,Qtr3,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,3
EECS-Electricity,2021-09,2021,Sep,Qtr3,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,85767
EECS-Electricity,2021-09,2021,Sep,Qtr3,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,20000
EECS-Electricity,2021-09,2021,Sep,Qtr3,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,60276
EECS-Electricity,2021-09,2021,Sep,Qtr3,MT,MT - Malta,FR,FR - France,EU/EEA/EC non AIB Member,6751
EECS-Electricity,2021-09,2021,Sep,Qtr3,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,7210708
EECS-Electricity,2021-09,2021,Sep,Qtr3,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1527964
EECS-Electricity,2021-09,2021,Sep,Qtr3,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,4601
EECS-Electricity,2021-09,2021,Sep,Qtr3,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,339407
EECS-Electricity,2021-09,2021,Sep,Qtr3,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,11
EECS-Electricity,2021-09,2021,Sep,Qtr3,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,78266
EECS-Electricity,2021-09,2021,Sep,Qtr3,RU,RU - Russian Federation,NO,NO - Norway,Other,202
EECS-Electricity,2021-09,2021,Sep,Qtr3,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,7132361
EECS-Electricity,2021-09,2021,Sep,Qtr3,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,2435
EECS-Electricity,2021-09,2021,Sep,Qtr3,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,241007
EECS-Electricity,2021-09,2021,Sep,Qtr3,ME,ME - Montenegro,NO,NO - Norway,Other AIB member,18000
EECS-Electricity,2021-10,2021,Oct,Qtr4,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1927610
EECS-Electricity,2021-10,2021,Oct,Qtr4,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,30144
EECS-Electricity,2021-10,2021,Oct,Qtr4,BY,BY - Belarus,NO,NO - Norway,Other,2580
