Country/area,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Ireland,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.69,0.79,0.94,1.02,1.63,2.35,5.93,16.81,31.57,58.36,92.84,136.29,
Ireland,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Ireland,Bioenergy,Electricity capacity (MW),15.00,15.00,15.00,15.00,17.00,20.00,27.00,28.65,34.10,34.97,36.08,44.85,56.80,65.90,69.68,69.68,72.20,102.82,103.27,107.27,107.47,107.47,
Ireland,Solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,2.00,2.00,2.00,1.83,5.35,5.35,5.35,5.45,12.95,13.45,16.24,16.24,16.24,46.74,46.74,47.94,48.00,48.00,
Ireland,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Ireland,Renewable municipal waste,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,8.00,10.79,10.79,10.79,41.29,41.29,41.29,41.29,41.29,
Ireland,Other solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,2.00,2.00,2.00,1.83,5.35,5.35,5.35,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,6.65,6.71,6.71,
Ireland,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Ireland,Biogas,Electricity capacity (MW),15.00,15.00,15.00,15.00,15.00,18.00,25.00,26.82,28.75,29.62,30.73,39.40,43.85,52.45,53.44,53.44,55.96,56.08,56.53,59.33,59.47,59.47,
Ireland,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Italy,Total renewable energy,Electricity capacity (MW),17903.50,18293.00,18729.00,19173.00,19464.50,20250.50,20633.50,21599.50,23154.50,25772.21,29507.44,40823.77,46720.72,48857.22,49526.22,50417.27,51195.27,52128.45,53160.58,54373.05,55492.53,56986.53,
Italy,Hydropower,Electricity capacity (MW),20346.00,20434.00,20514.00,20660.00,20744.00,20993.00,21072.00,21117.00,21276.00,21371.00,21520.00,21737.00,21880.00,22009.00,22098.00,22220.00,22298.00,22426.02,22498.59,22541.09,22694.99,22711.99,
Italy,Renewable hydropower,Electricity capacity (MW),16390.00,16457.00,16558.00,16704.00,16787.00,17036.00,17115.00,17160.00,17319.00,17414.00,17563.00,17780.00,17923.00,18052.00,18116.00,18238.00,18316.00,18485.64,18558.21,18600.71,18754.61,18771.61,
Italy,Pumped storage,Electricity capacity (MW),3956.00,3977.00,3956.00,3956.00,3957.00,3957.00,3957.00,3957.00,3957.00,3957.00,3957.00,3957.00,3957.00,3957.00,3982.00,3982.00,3982.00,3940.38,3940.38,3940.38,3940.38,3940.38,
Italy,Marine,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.20,0.20,0.20,0.20,0.20,0.21,0.21,
Italy,Wind,Electricity capacity (MW),363.00,664.00,780.00,874.00,1127.00,1635.00,1902.00,2702.00,3525.00,4879.00,5794.00,6918.00,8102.00,8542.00,8683.00,9137.00,9384.00,9736.58,10230.25,10679.46,10870.62,11275.62,
Italy,Onshore wind energy,Electricity capacity (MW),363.00,664.00,780.00,874.00,1127.00,1635.00,1902.00,2702.00,3525.00,4879.00,5794.00,6918.00,8102.00,8542.00,8683.00,9137.00,9384.00,9736.58,10230.25,10679.46,10870.62,11275.62,
Italy,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Italy,Solar,Electricity capacity (MW),19.00,20.00,22.00,26.00,31.00,34.00,45.00,110.00,483.00,1264.00,3596.72,13135.72,16789.72,18190.07,18600.07,18907.07,19289.07,19688.36,20113.66,20871.35,21656.11,22698.11,
Italy,Solar photovoltaic,Electricity capacity (MW),19.00,20.00,22.00,26.00,31.00,34.00,45.00,110.00,483.00,1264.00,3592.00,13131.00,16785.00,18185.00,18594.00,18901.00,19283.00,19682.29,20107.59,20865.28,21650.04,22692.04,
Italy,Concentrated solar power,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.72,4.72,4.72,5.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,
Italy,Bioenergy,Electricity capacity (MW),541.50,579.00,703.00,862.00,877.50,874.50,900.50,956.50,1156.50,1520.21,1825.72,2262.05,3178.00,3344.00,3359.00,3367.00,3439.00,3450.49,3491.07,3454.15,3439.19,3439.19,
Italy,Solid biofuels,Electricity capacity (MW),361.50,381.00,479.00,606.00,609.50,590.50,606.50,627.50,691.50,789.50,764.00,792.00,915.00,1024.00,1033.00,1031.00,1094.00,1092.26,1145.01,1123.63,1128.11,1128.11,
Italy,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Italy,Renewable municipal waste,Electricity capacity (MW),143.50,160.00,189.00,223.00,229.50,232.50,247.50,265.50,276.50,351.50,358.00,371.00,377.00,418.00,413.00,415.00,409.00,408.15,411.80,395.65,401.93,401.93,
Italy,Other solid biofuels,Electricity capacity (MW),218.00,221.00,290.00,383.00,380.00,358.00,359.00,362.00,415.00,438.00,406.00,421.00,538.00,606.00,620.00,616.00,685.00,684.11,733.21,727.98,726.18,726.18,
Italy,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,371.71,581.72,738.05,989.00,1003.00,990.00,1000.00,993.00,986.73,970.71,948.17,932.03,932.03,
Italy,Biogas,Electricity capacity (MW),180.00,198.00,224.00,256.00,268.00,284.00,294.00,329.00,349.00,359.00,480.00,732.00,1274.00,1317.00,1336.00,1336.00,1352.00,1371.51,1375.35,1382.35,1379.06,1379.06,
Italy,Geothermal,Electricity capacity (MW),590.00,573.00,666.00,707.00,642.00,671.00,671.00,671.00,671.00,695.00,728.00,728.00,728.00,729.00,768.00,768.00,767.00,767.19,767.19,767.19,771.79,801.79,
Latvia,Total renewable energy,Electricity capacity (MW),1515.00,1526.00,1557.00,1570.00,1571.00,1572.00,1572.00,1572.00,1574.00,1575.00,1622.00,1642.00,1701.20,1760.71,1777.92,1782.06,1777.79,1796.14,1779.20,1825.53,1825.61,1856.61,
Latvia,Hydropower,Electricity capacity (MW),1513.00,1523.00,1529.00,1537.00,1536.00,1536.00,1536.00,1536.00,1536.00,1536.00,1576.00,1576.00,1576.00,1586.62,1587.80,1587.69,1564.20,1564.32,1564.99,1586.69,1586.28,1596.28,
Latvia,Renewable hydropower,Electricity capacity (MW),1513.00,1523.00,1529.00,1537.00,1536.00,1536.00,1536.00,1536.00,1536.00,1536.00,1576.00,1576.00,1576.00,1586.62,1587.80,1587.69,1564.20,1564.32,1564.99,1586.69,1586.28,1596.28,
Latvia,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Wind,Electricity capacity (MW),2.00,2.00,22.00,26.00,26.00,26.00,26.00,26.00,28.00,29.00,30.00,36.00,59.00,65.89,68.92,68.17,69.91,77.11,78.17,77.92,77.92,80.92,
Latvia,Onshore wind energy,Electricity capacity (MW),2.00,2.00,22.00,26.00,26.00,26.00,26.00,26.00,28.00,29.00,30.00,36.00,59.00,65.89,68.92,68.17,69.91,77.11,78.17,77.92,77.92,80.92,
Latvia,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.69,0.69,1.96,3.30,5.10,8.10,
Latvia,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.69,0.69,1.96,3.30,5.10,8.10,
Latvia,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Bioenergy,Electricity capacity (MW),0.00,1.00,6.00,7.00,9.00,10.00,10.00,10.00,10.00,10.00,16.00,30.00,66.00,108.00,121.00,126.00,143.00,154.02,134.09,157.61,156.31,171.31,
Latvia,Solid biofuels,Electricity capacity (MW),0.00,1.00,1.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,5.00,5.00,23.00,55.00,63.00,66.00,81.00,93.74,72.61,96.95,96.07,111.07,
Latvia,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Other solid biofuels,Electricity capacity (MW),0.00,1.00,1.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,5.00,5.00,23.00,55.00,63.00,66.00,81.00,93.74,72.61,96.95,96.07,111.07,
Latvia,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Latvia,Biogas,Electricity capacity (MW),0.00,0.00,5.00,5.00,6.00,7.00,7.00,7.00,7.00,8.00,11.00,25.00,43.00,53.00,58.00,60.00,62.00,60.29,61.48,60.67,60.25,60.25,
Latvia,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Total renewable energy,Electricity capacity (MW),103.00,105.00,107.00,113.00,116.00,123.00,163.00,184.00,193.10,238.10,278.10,351.30,451.00,532.00,550.00,698.00,775.00,799.67,853.00,896.00,1038.00,1266.00,
Lithuania,Hydropower,Electricity capacity (MW),863.00,863.00,863.00,869.00,870.00,877.00,877.00,875.00,875.00,876.00,876.00,876.00,876.00,876.00,877.00,877.00,877.00,877.00,877.00,877.00,877.00,886.00,
Lithuania,Renewable hydropower,Electricity capacity (MW),103.00,103.00,103.00,109.00,110.00,117.00,117.00,115.00,115.00,116.00,116.00,116.00,116.00,116.00,117.00,117.00,117.00,117.00,117.00,117.00,117.00,126.00,
Lithuania,Pumped storage,Electricity capacity (MW),760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,760.00,
Lithuania,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Wind,Electricity capacity (MW),0.00,0.00,0.00,0.00,1.00,1.00,31.00,47.00,54.00,98.00,133.00,202.00,275.00,279.00,288.00,436.00,509.00,518.00,533.00,534.00,540.00,671.00,
Lithuania,Onshore wind energy,Electricity capacity (MW),,,,,1.00,1.00,31.00,47.00,54.00,98.00,133.00,202.00,275.00,279.00,288.00,436.00,509.00,518.00,533.00,534.00,540.00,671.00,
Lithuania,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.30,7.00,68.00,69.00,69.00,70.00,77.67,92.00,133.00,248.00,338.00,
Lithuania,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.30,7.00,68.00,69.00,69.00,70.00,77.67,92.00,133.00,248.00,338.00,
Lithuania,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Bioenergy,Electricity capacity (MW),0.00,2.00,4.00,4.00,5.00,5.00,15.00,22.00,24.00,24.00,29.00,33.00,53.00,69.00,76.00,76.00,79.00,87.00,111.00,112.00,133.00,131.00,
Lithuania,Solid biofuels,Electricity capacity (MW),0.00,2.00,2.00,2.00,2.00,2.00,12.00,16.00,16.00,16.00,16.00,18.00,38.00,53.00,56.00,55.00,54.00,62.00,76.00,77.00,97.00,94.00,
Lithuania,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Renewable municipal waste,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,15.00,17.00,14.00,14.00,34.00,36.00,
Lithuania,Other solid biofuels,Electricity capacity (MW),0.00,2.00,2.00,2.00,2.00,2.00,12.00,16.00,16.00,16.00,16.00,18.00,38.00,43.00,46.00,45.00,39.00,45.00,62.00,63.00,63.00,58.00,
Lithuania,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Biogas,Electricity capacity (MW),0.00,0.00,2.00,2.00,3.00,3.00,3.00,6.00,8.00,8.00,13.00,15.00,15.00,16.00,20.00,21.00,25.00,25.00,35.00,35.00,36.00,37.00,
Lithuania,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Total renewable energy,Electricity capacity (MW),53.00,53.85,56.20,76.26,100.93,100.98,102.40,102.63,113.19,116.38,126.38,139.00,186.95,210.98,225.40,238.78,300.72,318.06,323.96,385.98,429.90,455.90,
Luxembourg,Hydropower,Electricity capacity (MW),1133.30,1133.92,1133.92,1133.92,1134.04,1134.08,1134.13,1134.13,1134.13,1134.19,1134.31,1134.31,1134.31,1134.31,1330.31,1330.27,1330.32,1330.55,1330.47,1330.47,1330.53,1330.53,
Luxembourg,Renewable hydropower,Electricity capacity (MW),33.30,33.92,33.92,33.92,34.04,34.08,34.13,34.13,34.13,34.19,34.31,34.31,34.31,34.31,34.31,34.27,34.32,34.55,34.47,34.47,34.53,34.53,
Luxembourg,Pumped storage,Electricity capacity (MW),1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1296.00,1296.00,1296.00,1296.00,1296.00,1296.00,1296.00,1296.00,
Luxembourg,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Wind,Electricity capacity (MW),14.00,13.90,13.90,20.50,34.90,34.90,34.90,34.90,42.92,42.93,43.73,44.53,58.33,58.33,58.34,63.79,119.69,119.69,122.89,135.79,152.74,156.74,
Luxembourg,Onshore wind energy,Electricity capacity (MW),14.00,13.90,13.90,20.50,34.90,34.90,34.90,34.90,42.92,42.93,43.73,44.53,58.33,58.33,58.34,63.79,119.69,119.69,122.89,135.79,152.74,156.74,
Luxembourg,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Solar,Electricity capacity (MW),0.00,0.16,1.59,14.17,23.56,23.58,23.70,23.93,24.56,26.36,29.45,40.67,74.65,95.02,109.93,116.27,121.90,128.10,130.62,159.74,186.64,208.64,
Luxembourg,Solar photovoltaic,Electricity capacity (MW),0.00,0.16,1.59,14.17,23.56,23.58,23.70,23.93,24.56,26.36,29.45,40.67,74.65,95.02,109.93,116.27,121.90,128.10,130.62,159.74,186.64,208.64,
Luxembourg,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Bioenergy,Electricity capacity (MW),5.70,5.87,6.79,7.67,8.42,8.42,9.67,9.67,11.58,12.90,18.90,19.50,19.66,23.32,22.81,24.44,24.81,35.71,35.97,55.97,55.98,55.98,
Luxembourg,Solid biofuels,Electricity capacity (MW),4.00,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,9.60,9.60,9.60,13.35,12.38,12.54,12.54,23.44,23.77,43.77,43.77,43.77,
Luxembourg,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Renewable municipal waste,Electricity capacity (MW),4.00,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,9.60,9.60,9.60,9.60,8.63,8.63,8.63,8.63,8.63,8.63,8.63,8.63,
Luxembourg,Other solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,3.75,3.92,3.92,14.82,15.15,35.15,35.15,35.15,
Luxembourg,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Biogas,Electricity capacity (MW),1.70,2.07,2.99,3.87,4.62,4.62,5.87,5.87,7.78,9.10,9.30,9.90,10.06,9.97,10.44,11.90,12.27,12.27,12.20,12.20,12.21,12.21,
Luxembourg,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Total renewable energy,Electricity capacity (MW),787.46,838.04,1034.13,1288.89,1457.94,1634.18,1994.50,2321.97,2836.58,2959.80,3031.60,3192.74,3472.78,4169.17,4660.87,5737.55,7199.56,7923.55,9867.05,12580.15,18477.13,22953.66,
Netherlands,Hydropower,Electricity capacity (MW),37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,
Netherlands,Renewable hydropower,Electricity capacity (MW),37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,
Netherlands,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Marine,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.18,2.05,2.05,2.05,2.05,2.05,2.05,2.05,
Netherlands,Wind,Electricity capacity (MW),447.00,486.00,672.00,905.00,1075.00,1224.00,1561.00,1749.00,2149.00,2222.00,2237.00,2316.00,2433.00,2713.00,2865.00,3391.00,4257.00,4202.00,4393.00,4484.16,6618.75,7801.00,
Netherlands,Onshore wind energy,Electricity capacity (MW),447.00,486.00,672.00,905.00,1075.00,1224.00,1453.00,1641.00,1921.00,1994.00,2009.00,2088.00,2205.00,2485.00,2637.00,3034.00,3300.00,3245.00,3436.00,3527.16,4159.25,5341.00,
Netherlands,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,108.00,108.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,357.00,957.00,957.00,957.00,957.00,2459.50,2460.00,
Netherlands,Solar,Electricity capacity (MW),13.00,21.00,26.00,46.00,50.00,51.00,53.00,54.00,59.00,69.00,90.00,149.00,287.00,650.00,1007.00,1526.00,2135.00,2911.00,4608.00,7226.00,10949.72,14249.00,
Netherlands,Solar photovoltaic,Electricity capacity (MW),13.00,21.00,26.00,46.00,50.00,51.00,53.00,54.00,59.00,69.00,90.00,149.00,287.00,650.00,1007.00,1526.00,2135.00,2911.00,4608.00,7226.00,10949.72,14249.00,
Netherlands,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Bioenergy,Electricity capacity (MW),290.46,294.04,299.13,300.89,295.94,322.18,343.50,481.97,591.58,631.80,667.60,690.74,715.67,769.17,751.69,781.50,768.51,771.50,827.00,830.94,869.61,864.61,
Netherlands,Solid biofuels,Electricity capacity (MW),231.46,233.04,233.13,235.89,236.94,254.18,254.50,347.17,407.92,429.14,450.94,457.08,496.67,539.17,514.69,542.50,547.51,550.50,622.00,627.95,660.62,649.62,
Netherlands,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Renewable municipal waste,Electricity capacity (MW),197.00,197.00,197.00,200.00,200.00,214.50,214.50,253.00,253.00,273.00,293.00,324.50,324.50,324.50,324.50,324.50,324.50,324.50,400.00,388.84,390.05,373.05,
Netherlands,Other solid biofuels,Electricity capacity (MW),34.46,36.04,36.13,35.89,36.94,39.68,40.00,94.17,154.92,156.14,157.94,132.58,172.17,214.67,190.19,218.00,223.01,226.00,222.00,239.12,270.57,276.57,
Netherlands,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,16.66,16.66,16.66,16.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Netherlands,Biogas,Electricity capacity (MW),59.00,61.00,66.00,65.00,59.00,68.00,89.00,124.00,167.00,186.00,200.00,217.00,219.00,230.00,237.00,239.00,221.00,221.00,205.00,202.99,208.99,214.99,
Netherlands,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Norway,Total renewable energy,Electricity capacity (MW),28193.00,27746.00,28124.50,28213.00,28297.00,28913.00,29109.00,29419.50,29925.80,30082.20,30250.10,30631.50,31365.00,32001.70,32251.70,32393.70,32813.90,33251.10,34395.61,35911.53,38002.50,39768.50,
Norway,Hydropower,Electricity capacity (MW),28126.00,27679.00,27913.00,27989.00,28030.00,28549.00,28725.00,28957.00,29413.00,29539.00,29693.00,29969.00,30509.00,31033.00,31240.00,31372.00,31817.00,31912.00,32530.00,32797.00,33732.00,34813.00,
Norway,Renewable hydropower,Electricity capacity (MW),28126.00,27679.00,27913.00,27989.00,28030.00,28549.00,28725.00,28957.00,29413.00,29539.00,29693.00,29969.00,30509.00,31033.00,31240.00,31372.00,31817.00,31912.00,32530.00,32797.00,33732.00,34813.00,
Norway,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Norway,Marine,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,1.50,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,
Norway,Wind,Electricity capacity (MW),13.00,13.00,97.00,97.00,152.00,265.00,284.00,348.00,395.00,423.00,425.00,512.00,705.00,818.00,859.00,867.00,883.00,1207.00,1710.00,2914.00,4030.00,4650.00,
Norway,Onshore wind energy,Electricity capacity (MW),13.00,13.00,97.00,97.00,152.00,265.00,284.00,348.00,395.00,420.70,422.70,509.70,702.70,815.70,856.70,864.70,880.70,1204.70,1707.70,2911.70,4027.70,4643.70,
Norway,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,6.30,
Norway,Solar,Electricity capacity (MW),6.00,6.00,6.00,7.00,7.00,7.00,8.00,8.00,8.30,8.70,9.10,9.50,10.00,11.00,13.00,15.00,26.70,44.90,68.41,119.83,159.80,224.80,
Norway,Solar photovoltaic,Electricity capacity (MW),6.00,6.00,6.00,7.00,7.00,7.00,8.00,8.00,8.30,8.70,9.10,9.50,10.00,11.00,13.00,15.00,26.70,44.90,68.41,119.83,159.80,224.80,
Norway,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Norway,Bioenergy,Electricity capacity (MW),48.00,48.00,108.50,120.00,108.00,92.00,92.00,106.50,109.50,111.50,121.50,139.50,139.50,139.50,139.50,139.50,87.00,87.00,87.00,80.50,80.50,80.50,
Norway,Solid biofuels,Electricity capacity (MW),48.00,48.00,108.50,120.00,108.00,92.00,92.00,91.50,94.50,96.50,108.50,122.50,122.50,122.50,122.50,122.50,77.00,77.00,77.00,73.50,73.50,73.50,
Norway,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Norway,Renewable municipal waste,Electricity capacity (MW),13.00,13.00,7.50,13.00,13.00,13.00,13.00,12.50,15.50,17.50,29.50,43.50,43.50,43.50,43.50,43.50,50.00,50.00,50.00,46.50,46.50,46.50,
Norway,Other solid biofuels,Electricity capacity (MW),35.00,35.00,101.00,107.00,95.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,27.00,27.00,27.00,27.00,27.00,27.00,
Norway,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Norway,Biogas,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,15.00,13.00,17.00,17.00,17.00,17.00,17.00,10.00,10.00,10.00,7.00,7.00,7.00,
Norway,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Poland,Total renewable energy,Electricity capacity (MW),837.00,914.00,902.00,943.00,964.00,1091.00,1154.00,1301.00,1547.00,1751.40,2178.40,3018.51,4093.70,5115.79,5637.55,6918.68,7880.65,7981.50,8300.63,9360.44,12275.17,15423.96,
Poland,Hydropower,Electricity capacity (MW),2183.00,2234.00,2207.00,2273.00,2282.00,2321.00,2331.00,2328.00,2335.00,2338.00,2342.00,2346.00,2351.00,2355.00,2364.00,2370.00,2385.00,2390.06,2391.27,2397.01,2399.60,2383.60,
Poland,Renewable hydropower,Electricity capacity (MW),817.00,868.00,841.00,867.00,876.00,915.00,925.00,922.00,929.00,932.00,936.00,940.00,945.00,949.00,958.00,964.00,972.00,967.06,968.27,974.01,976.60,1163.60,
Poland,Pumped storage,Electricity capacity (MW),1366.00,1366.00,1366.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1406.00,1413.00,1423.00,1423.00,1423.00,1423.00,1220.00,
Poland,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Poland,Wind,Electricity capacity (MW),4.00,19.00,32.00,35.00,40.00,121.00,172.00,306.00,526.00,709.00,1108.00,1800.00,2564.00,3429.00,3836.00,4886.00,5747.00,5759.36,5766.08,5836.82,6298.25,6958.25,
Poland,Onshore wind energy,Electricity capacity (MW),4.00,19.00,32.00,35.00,40.00,121.00,172.00,306.00,526.00,709.00,1108.00,1800.00,2564.00,3429.00,3836.00,4886.00,5747.00,5759.36,5766.08,5836.82,6298.25,6958.25,
Poland,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Poland,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,1.30,2.39,27.15,107.78,187.25,287.09,561.98,1539.26,3954.96,6256.75,
Poland,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,1.30,2.39,27.15,107.78,187.25,287.09,561.98,1539.26,3954.96,6256.75,
Poland,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Poland,Bioenergy,Electricity capacity (MW),16.00,27.00,29.00,41.00,48.00,55.00,57.00,73.00,92.00,110.40,134.40,277.40,583.40,735.40,816.40,960.90,974.40,967.99,1004.31,1010.34,1045.35,1045.35,
Poland,Solid biofuels,Electricity capacity (MW),7.00,15.00,15.00,24.00,24.00,25.00,25.00,33.00,40.00,42.00,53.00,175.00,455.00,582.00,629.00,744.50,749.00,738.37,778.46,777.08,783.95,783.95,
Poland,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Poland,Renewable municipal waste,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,22.00,29.60,43.30,45.30,49.75,49.75,
Poland,Other solid biofuels,Electricity capacity (MW),7.00,15.00,15.00,24.00,24.00,25.00,25.00,33.00,40.00,42.00,53.00,175.00,455.00,582.00,629.00,737.00,727.00,708.77,735.16,731.78,734.20,734.20,
Poland,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,
