Country/area,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Italy,Renewable hydropower,Electricity generation (GWh),44199.45,46810.27,39519.36,36669.80,42337.88,36066.73,36994.31,32815.23,41622.96,49137.48,51116.76,45822.72,41874.89,52773.40,58545.44,45537.32,42431.76,36198.71,48786.41,46318.53,,
Italy,Pumped storage,Electricity generation (GWh),6700.19,7115.38,7742.65,7606.97,7570.13,6860.17,6430.65,5666.12,5603.58,4305.20,3289.90,1934.20,1979.11,1898.20,1710.90,1432.14,1825.20,1825.96,1716.34,1834.98,,
Italy,Marine,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.20,0.20,0.20,0.20,0.20,,
Italy,Wind,Electricity generation (GWh),563.00,1179.00,1404.00,1458.00,1846.55,2343.40,2970.74,4034.36,4861.32,6542.86,9125.92,9856.38,13407.13,14896.96,15178.31,14843.88,17688.67,17741.91,17716.43,20202.04,,
Italy,Onshore wind energy,Electricity generation (GWh),563.00,1179.00,1404.00,1458.00,1846.55,2343.40,2970.74,4034.36,4861.32,6542.86,9125.92,9856.38,13407.13,14896.96,15178.31,14843.88,17688.67,17741.91,17716.43,20202.04,,
Italy,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Italy,Solar,Electricity generation (GWh),18.00,19.00,21.00,24.00,29.00,31.00,35.00,38.95,192.97,676.48,1915.14,10805.20,18871.21,21598.10,22318.84,22954.67,22116.73,24390.19,22666.31,23701.38,,
Italy,Solar photovoltaic,Electricity generation (GWh),18.00,19.00,21.00,24.00,29.00,31.00,35.00,38.95,192.97,676.48,1905.66,10795.72,18861.73,21588.62,22306.37,22942.19,22104.26,24377.71,22653.84,23688.90,,
Italy,Concentrated solar power,Electricity generation (GWh),,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,9.48,9.48,9.48,12.48,12.48,12.48,12.48,12.48,12.48,,
Italy,Bioenergy,Electricity generation (GWh),1394.00,1832.00,2710.00,3373.00,4220.00,4673.00,5108.00,5258.00,5966.00,7556.00,9441.00,10834.00,12487.00,17093.00,18734.00,19397.00,19509.00,19378.17,19152.59,19562.58,,
Italy,Solid biofuels,Electricity generation (GWh),827.00,1148.00,1767.00,2341.00,3050.00,3475.00,3771.00,3810.00,4302.00,4443.00,4308.00,4731.00,4745.00,5886.00,6194.00,6291.00,6540.00,6615.47,6562.32,6608.83,,
Italy,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Italy,Renewable municipal waste,Electricity generation (GWh),402.00,629.00,714.00,907.00,1138.00,1309.00,1458.00,1512.00,1556.00,1616.00,2047.00,2208.00,2163.00,2207.00,2371.00,2344.00,2415.00,2383.63,2370.93,2368.73,,
Italy,Other solid biofuels,Electricity generation (GWh),425.00,519.00,1053.00,1434.00,1912.00,2166.00,2313.00,2298.00,2746.00,2827.00,2261.00,2523.00,2521.77,3635.84,3780.41,3877.93,4058.42,4148.87,4101.30,4149.70,,
Italy,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,1448.00,3078.00,2698.00,3122.00,3759.00,4342.00,4894.00,4710.00,4463.58,4290.71,4676.93,,
Italy,Biogas,Electricity generation (GWh),567.00,684.00,943.00,1032.00,1170.00,1198.00,1337.00,1448.00,1600.00,1665.00,2055.00,3405.00,4620.00,7448.00,8198.00,8212.00,8259.00,8299.12,8299.56,8276.82,,
Italy,Geothermal,Electricity generation (GWh),4705.00,4507.00,4662.00,5341.00,5437.27,5324.46,5527.37,5569.13,5520.32,5341.82,5375.92,5654.26,5591.69,5659.23,5916.33,6184.97,6288.57,6201.16,6105.39,6074.86,,
Latvia,Total renewable energy,Electricity generation (GWh),2823.57,2839.54,2484.85,2338.64,3196.52,3413.14,2786.54,2828.32,3212.14,3556.19,3635.56,3076.86,4109.23,3534.13,2802.45,2776.73,3480.79,5461.70,3498.60,3192.11,,
Latvia,Hydropower,Electricity generation (GWh),2819.16,2833.11,2463.60,2266.19,3109.38,3325.29,2698.32,2733.40,3109.04,3457.10,3520.51,2886.97,3706.96,2912.01,1993.64,1860.36,2529.52,4380.62,2431.57,2107.55,,
Latvia,Renewable hydropower,Electricity generation (GWh),2819.16,2833.11,2463.60,2266.19,3109.38,3325.29,2698.32,2733.40,3109.04,3457.10,3520.51,2886.97,3706.96,2912.01,1993.64,1860.36,2529.52,4380.62,2431.57,2107.55,,
Latvia,Pumped storage,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Latvia,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Latvia,Wind,Electricity generation (GWh),4.42,3.43,11.24,48.45,49.15,46.85,46.21,52.93,59.10,50.09,49.06,70.89,114.27,120.06,139.71,147.14,127.89,150.00,122.04,154.00,,
Latvia,Onshore wind energy,Electricity generation (GWh),4.42,3.43,11.24,48.45,49.15,46.85,46.21,52.93,59.10,50.09,49.06,70.89,114.27,120.06,139.71,147.14,127.89,150.00,122.04,154.00,,
Latvia,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Latvia,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.10,0.24,0.38,0.44,1.27,3.14,,
Latvia,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.10,0.24,0.38,0.44,1.27,3.14,,
Latvia,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Latvia,Bioenergy,Electricity generation (GWh),0.00,3.00,10.00,24.00,38.00,41.00,42.00,42.00,44.00,49.00,66.00,119.00,288.00,502.00,669.00,769.00,823.00,930.64,943.72,927.42,,
Latvia,Solid biofuels,Electricity generation (GWh),0.00,3.00,5.00,6.00,6.00,5.00,6.00,5.00,5.00,4.00,9.00,13.00,64.00,215.00,319.00,378.00,427.00,525.28,569.57,575.02,,
Latvia,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Latvia,Renewable municipal waste,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Latvia,Other solid biofuels,Electricity generation (GWh),0.00,3.00,5.00,6.00,6.00,5.00,6.00,5.00,5.00,4.00,9.00,13.00,64.00,215.00,319.00,378.00,427.00,525.28,569.57,575.02,,
Latvia,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,,
Latvia,Biogas,Electricity generation (GWh),0.00,0.00,5.00,18.00,32.00,36.00,36.00,37.00,39.00,45.00,57.00,105.00,223.00,287.00,350.00,391.00,396.00,405.36,374.06,352.40,,
Latvia,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Total renewable energy,Electricity generation (GWh),340.00,328.00,358.00,332.00,428.00,460.00,435.00,581.00,602.09,684.09,911.09,1112.27,1183.00,1526.00,1511.00,1678.00,2095.00,2537.85,2204.60,2469.10,,
Lithuania,Hydropower,Electricity generation (GWh),644.00,701.00,781.00,985.00,943.00,820.00,802.00,958.00,988.00,1139.00,1295.00,1056.00,937.00,1069.00,1088.00,1024.00,1044.00,1181.40,959.60,947.70,,
Lithuania,Renewable hydropower,Electricity generation (GWh),340.00,326.00,354.00,325.00,421.00,451.00,397.00,421.00,402.00,424.00,540.00,480.00,423.00,521.00,399.00,349.00,454.00,602.40,431.00,345.40,,
Lithuania,Pumped storage,Electricity generation (GWh),304.00,375.00,427.00,660.00,522.00,369.00,405.00,537.00,586.00,715.00,755.00,576.00,514.00,548.00,689.00,675.00,590.00,579.00,528.60,602.30,,
Lithuania,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Wind,Electricity generation (GWh),0.00,0.00,0.00,0.00,1.00,2.00,14.00,106.00,131.00,158.00,224.00,475.00,540.00,603.00,639.00,810.00,1136.00,1363.80,1144.00,1499.40,,
Lithuania,Onshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,1.00,2.00,14.00,106.00,131.00,158.00,224.00,475.00,540.00,603.00,639.00,810.00,1136.00,1363.80,1144.00,1499.40,,
Lithuania,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.27,2.00,45.00,73.00,73.00,66.00,68.00,86.60,91.10,,
Lithuania,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.27,2.00,45.00,73.00,73.00,66.00,68.00,86.60,91.10,,
Lithuania,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Bioenergy,Electricity generation (GWh),0.00,2.00,4.00,7.00,6.00,7.00,24.00,54.00,69.00,102.00,147.00,157.00,218.00,357.00,400.00,446.00,439.00,503.65,543.00,533.20,,
Lithuania,Solid biofuels,Electricity generation (GWh),0.00,2.00,4.00,7.00,4.00,3.00,19.00,48.00,60.00,87.00,116.00,121.00,176.00,298.00,322.00,360.00,316.00,376.41,403.10,378.80,,
Lithuania,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Renewable municipal waste,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,29.00,42.00,47.00,73.17,48.00,48.10,,
Lithuania,Other solid biofuels,Electricity generation (GWh),0.00,2.00,4.00,7.00,4.00,3.00,19.00,48.00,60.00,87.00,116.00,121.00,176.00,279.00,293.00,318.00,269.00,303.24,355.10,330.70,,
Lithuania,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Biogas,Electricity generation (GWh),0.00,0.00,0.00,0.00,2.00,4.00,5.00,6.00,9.00,15.00,31.00,36.00,42.00,59.00,78.00,86.00,123.00,127.24,139.90,154.40,,
Lithuania,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Total renewable energy,Electricity generation (GWh),170.60,167.69,151.28,141.14,195.23,209.05,245.63,264.56,282.38,267.81,268.03,245.77,308.06,370.17,397.63,430.79,457.20,600.39,684.48,796.26,,
Luxembourg,Hydropower,Electricity generation (GWh),870.63,871.08,988.91,910.96,854.27,877.43,917.23,918.32,965.04,832.71,1467.99,1130.51,1159.42,1158.14,1168.37,1530.62,1528.15,1421.97,1336.76,949.29,,
Luxembourg,Renewable hydropower,Electricity generation (GWh),123.50,118.03,99.73,79.42,104.06,92.94,111.31,116.70,132.11,105.84,107.66,63.00,98.30,119.20,107.79,99.25,115.41,85.65,92.78,106.92,,
Luxembourg,Pumped storage,Electricity generation (GWh),747.13,753.05,889.18,831.54,750.21,784.49,805.92,801.62,832.93,726.87,1360.33,1067.51,1061.12,1038.95,1060.58,1431.37,1412.74,1336.32,1243.99,842.38,,
Luxembourg,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Wind,Electricity generation (GWh),24.74,23.74,24.48,26.17,39.40,52.25,57.99,64.29,60.59,63.47,55.08,64.05,77.47,83.03,79.88,101.85,101.49,234.82,254.58,281.28,,
Luxembourg,Onshore wind energy,Electricity generation (GWh),24.74,23.74,24.48,26.17,39.40,52.25,57.99,64.29,60.59,63.47,55.08,64.05,77.47,83.03,79.88,101.85,101.49,234.82,254.58,281.28,,
Luxembourg,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Solar,Electricity generation (GWh),0.00,0.05,0.06,1.40,9.20,17.70,21.11,20.90,20.03,20.32,21.15,25.74,38.28,73.74,94.74,103.72,100.29,108.46,119.73,130.39,,
Luxembourg,Solar photovoltaic,Electricity generation (GWh),0.00,0.05,0.06,1.40,9.20,17.70,21.11,20.90,20.03,20.32,21.15,25.74,38.28,73.74,94.74,103.72,100.29,108.46,119.73,130.39,,
Luxembourg,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Bioenergy,Electricity generation (GWh),22.35,25.87,27.02,34.15,42.58,46.16,55.22,62.67,69.65,78.18,84.14,92.98,94.01,94.21,115.23,125.96,140.02,171.45,217.40,277.68,,
Luxembourg,Solid biofuels,Electricity generation (GWh),17.81,17.69,17.94,19.02,22.23,18.94,22.62,26.08,25.82,24.86,28.18,37.67,36.21,37.75,54.72,64.37,67.32,98.94,141.94,206.47,,
Luxembourg,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Renewable municipal waste,Electricity generation (GWh),17.81,17.69,17.94,19.02,22.23,18.94,22.62,26.08,25.82,24.86,28.18,37.67,36.21,35.79,33.71,40.20,42.21,46.93,46.77,47.23,,
Luxembourg,Other solid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,21.01,24.17,25.11,52.01,95.17,159.24,,
Luxembourg,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Biogas,Electricity generation (GWh),4.54,8.18,9.08,15.13,20.34,27.22,32.60,36.59,43.83,53.33,55.96,55.31,57.80,56.47,60.51,61.60,72.70,72.51,75.46,71.21,,
Luxembourg,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Netherlands,Total renewable energy,Electricity generation (GWh),2971.01,3302.20,3975.40,3961.85,5306.74,7446.94,8049.96,7582.73,9530.78,10835.02,11196.67,12320.18,12480.86,12105.83,11647.70,13673.94,14777.39,17436.57,18901.50,22731.75,,
Netherlands,Hydropower,Electricity generation (GWh),142.43,117.28,110.00,72.00,95.00,88.00,106.00,107.00,102.00,98.00,105.00,57.00,104.39,114.31,112.20,92.70,100.08,60.76,72.35,74.18,,
Netherlands,Renewable hydropower,Electricity generation (GWh),142.43,117.28,110.00,72.00,95.00,88.00,106.00,107.00,102.00,98.00,105.00,57.00,104.39,114.31,112.20,92.70,100.08,60.76,72.35,74.18,,
Netherlands,Pumped storage,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Netherlands,Marine,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.20,2.00,0.00,0.00,0.00,0.00,,
Netherlands,Wind,Electricity generation (GWh),829.03,825.42,947.37,1319.78,1870.58,2066.66,2734.29,3438.03,4259.71,4580.62,3993.14,5100.17,4981.83,5627.15,5797.34,7549.87,8170.46,10568.81,10548.51,11507.93,,
Netherlands,Onshore wind energy,Electricity generation (GWh),829.03,825.42,947.37,1319.78,1870.58,2066.66,2666.29,3108.03,3663.71,3845.62,3314.14,4298.17,4192.83,4856.15,5049.34,6419.87,5901.46,6868.81,6918.51,7877.93,,
Netherlands,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,68.00,330.00,596.00,735.00,679.00,802.00,789.00,771.00,748.00,1130.00,2269.00,3700.00,3630.00,3630.00,,
Netherlands,Solar,Electricity generation (GWh),7.68,11.64,16.39,25.37,33.58,35.43,36.54,37.57,39.61,44.90,55.87,104.47,190.64,410.00,725.16,1108.52,1601.81,2207.58,3709.36,5335.46,,
Netherlands,Solar photovoltaic,Electricity generation (GWh),7.68,11.64,16.39,25.37,33.58,35.43,36.54,37.57,39.61,44.90,55.87,104.47,190.64,410.00,725.16,1108.52,1601.81,2207.58,3709.36,5335.46,,
Netherlands,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Netherlands,Bioenergy,Electricity generation (GWh),1991.87,2347.85,2901.64,2544.70,3307.58,5256.85,5173.12,4000.14,5129.46,6111.49,7042.66,7058.54,7203.90,5954.38,5012.81,4920.85,4905.04,4599.42,4571.28,5814.19,,
Netherlands,Solid biofuels,Electricity generation (GWh),1706.37,2037.41,2485.36,2214.48,2636.84,3512.74,3152.12,3365.31,3971.44,5121.86,5960.66,6011.06,6195.23,4974.52,4007.32,3882.44,3912.20,3676.15,3684.35,4919.27,,
Netherlands,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Netherlands,Renewable municipal waste,Electricity generation (GWh),1271.70,1214.02,1207.45,1207.61,1178.50,1265.99,1311.84,1395.30,1408.70,1572.14,1763.23,2034.39,2234.82,2075.79,1908.62,1980.92,2005.40,1903.67,2172.21,2081.58,,
Netherlands,Other solid biofuels,Electricity generation (GWh),434.67,823.40,1277.90,1006.88,1458.35,2246.75,1840.27,1970.02,2562.74,3549.73,4197.44,3976.66,3960.40,2898.73,2098.70,1901.52,1906.80,1772.48,1512.14,2837.69,,
Netherlands,Liquid biofuels,Electricity generation (GWh),0.00,0.00,83.43,3.09,378.01,1449.49,1659.60,123.76,424.61,73.95,54.16,12.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Netherlands,Biogas,Electricity generation (GWh),285.50,310.44,332.85,327.13,292.72,294.63,361.41,511.07,733.40,915.68,1027.84,1035.47,1008.67,979.86,1005.49,1038.42,992.85,923.26,886.93,894.92,,
Netherlands,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Norway,Total renewable energy,Electricity generation (GWh),142110.34,120750.34,129702.34,106034.23,109398.23,136526.23,120400.12,134941.12,140361.39,126494.74,117975.20,121909.56,143607.00,130424.89,137956.67,140086.45,145179.86,145519.06,142937.06,131414.53,,
Norway,Hydropower,Electricity generation (GWh),142289.00,121026.00,129837.00,106084.00,109291.00,136452.00,119729.00,134736.00,139981.00,126077.00,117152.00,121553.00,142810.00,128699.00,136185.00,138450.00,143417.00,143112.00,139508.77,126404.07,,
Norway,Renewable hydropower,Electricity generation (GWh),141818.00,120463.00,129372.00,105480.00,108781.00,135688.00,119369.00,133656.00,139044.00,125283.00,116739.00,120279.00,141724.00,128138.00,135470.00,137302.00,142807.00,142366.00,138796.04,125520.07,,
Norway,Pumped storage,Electricity generation (GWh),471.00,563.00,465.00,604.00,510.00,764.00,360.00,1080.00,937.00,794.00,413.00,1274.00,1086.00,561.00,715.00,1148.00,610.00,746.00,712.73,884.00,,
Norway,Marine,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,,
Norway,Wind,Electricity generation (GWh),31.00,27.00,75.00,218.00,252.00,499.00,636.00,892.00,913.00,977.00,879.00,1283.00,1548.00,1881.00,2217.00,2515.00,2116.00,2854.00,3875.88,5536.25,,
Norway,Onshore wind energy,Electricity generation (GWh),31.00,27.00,75.00,218.00,252.00,499.00,636.00,892.00,913.00,972.00,874.00,1277.00,1543.00,1876.00,2211.00,2508.00,2111.00,2849.00,3870.88,5531.25,,
Norway,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,6.00,5.00,5.00,6.00,7.00,5.00,5.00,5.00,5.00,,
Norway,Solar,Electricity generation (GWh),5.34,5.34,5.34,6.23,6.23,6.23,7.12,7.12,7.39,7.74,8.10,8.46,8.90,9.79,11.57,13.35,23.76,39.96,60.88,105.02,,
Norway,Solar photovoltaic,Electricity generation (GWh),5.34,5.34,5.34,6.23,6.23,6.23,7.12,7.12,7.39,7.74,8.10,8.46,8.90,9.79,11.57,13.35,23.76,39.96,60.88,105.02,,
Norway,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Norway,Bioenergy,Electricity generation (GWh),256.00,255.00,250.00,330.00,359.00,333.00,388.00,386.00,397.00,227.00,349.00,339.00,326.00,396.00,258.00,256.00,233.00,259.00,204.17,253.09,,
Norway,Solid biofuels,Electricity generation (GWh),256.00,255.00,250.00,330.00,359.00,333.00,388.00,373.00,380.00,216.00,346.00,327.00,317.00,385.00,232.00,235.00,220.00,238.00,186.96,238.25,,
Norway,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Norway,Renewable municipal waste,Electricity generation (GWh),30.00,58.00,34.00,67.00,62.00,43.00,55.00,59.00,58.00,50.00,92.00,80.00,114.00,204.00,210.00,218.00,192.00,214.00,171.19,214.26,,
Norway,Other solid biofuels,Electricity generation (GWh),226.00,197.00,216.00,263.00,297.00,290.00,333.00,314.00,322.00,166.00,254.00,247.00,203.00,181.00,22.00,17.00,28.00,24.00,15.78,23.99,,
Norway,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.17,,
Norway,Biogas,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,17.00,11.00,3.00,12.00,9.00,11.00,26.00,21.00,13.00,21.00,17.02,14.67,,
Norway,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Poland,Total renewable energy,Electricity generation (GWh),2332.00,2783.00,2767.00,2250.00,3207.06,3848.18,4297.89,5475.57,6658.32,8743.90,11104.05,13293.31,17020.71,17154.12,19930.17,22809.39,22831.91,24155.34,21650.74,25492.44,,
Poland,Hydropower,Electricity generation (GWh),4116.00,4220.00,3906.00,3293.00,3690.74,3777.89,3020.09,2939.47,2747.58,2974.38,3488.14,2761.60,2465.23,2996.87,2733.79,2435.20,2621.69,3033.91,2387.41,2664.88,,
Poland,Renewable hydropower,Electricity generation (GWh),2106.00,2325.00,2279.00,1671.00,2081.74,2201.12,2042.32,2352.14,2152.16,2375.13,2919.94,2331.38,2036.75,2439.12,2182.45,1832.20,2139.45,2559.58,1970.00,1958.42,,
Poland,Pumped storage,Electricity generation (GWh),2010.00,1895.00,1627.00,1622.00,1609.00,1576.77,977.76,587.33,595.42,599.25,568.20,430.23,428.48,557.76,551.34,602.99,482.24,474.33,417.41,706.47,,
Poland,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Poland,Wind,Electricity generation (GWh),5.00,14.00,61.00,124.00,142.32,135.47,256.08,521.58,836.80,1077.28,1664.34,3204.55,4746.59,6003.81,7675.63,10858.37,12587.59,14909.04,12798.79,15106.76,,
Poland,Onshore wind energy,Electricity generation (GWh),5.00,14.00,61.00,124.00,142.32,135.47,256.08,521.58,836.80,1077.28,1664.34,3204.55,4746.59,6003.81,7675.63,10858.37,12587.59,14909.04,12798.79,15106.76,,
Poland,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Poland,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.14,1.48,6.89,56.64,123.88,165.46,300.49,710.67,,
Poland,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.14,1.48,6.89,56.64,123.88,165.46,300.49,710.67,,
Poland,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Poland,Bioenergy,Electricity generation (GWh),221.00,444.00,427.00,455.00,983.00,1511.60,1999.49,2601.85,3669.36,5291.49,6519.77,7757.21,10236.22,8709.72,10065.20,10062.18,7981.00,6521.26,6581.47,7716.60,,
Poland,Solid biofuels,Electricity generation (GWh),190.00,402.00,379.00,399.00,897.00,1400.00,1833.00,2360.00,3364.00,4904.00,5905.00,7149.00,9529.00,7932.00,9161.00,9026.00,6925.00,5389.23,5418.24,6545.99,,
Poland,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Poland,Renewable municipal waste,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,80.67,85.02,104.83,,
Poland,Other solid biofuels,Electricity generation (GWh),190.00,402.00,379.00,399.00,897.00,1400.00,1833.00,2360.00,3364.00,4904.00,5905.00,7149.00,9529.00,7932.00,9161.00,9026.00,6913.00,5308.56,5333.22,6441.15,,
Poland,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.60,6.49,45.85,50.36,68.49,216.77,157.21,142.22,87.72,88.20,130.18,29.00,35.60,35.60,35.60,,
Poland,Biogas,Electricity generation (GWh),31.00,42.00,48.00,56.00,86.00,111.00,160.00,196.00,255.00,319.00,398.00,451.00,565.00,690.00,816.00,906.00,1027.00,1096.43,1127.62,1135.01,,
Poland,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Portugal,Total renewable energy,Electricity generation (GWh),12868.00,15741.00,9733.00,17703.00,12314.56,8259.84,15722.67,16217.67,14641.61,18291.17,28352.89,24115.17,19371.61,29471.74,31561.03,24371.89,32310.34,22574.64,29419.09,27422.54,,
Portugal,Hydropower,Electricity generation (GWh),11715.00,14375.00,8257.00,16054.00,10147.00,5117.66,11467.18,10448.97,7298.05,9009.27,16546.90,12114.21,6660.72,14868.42,16411.91,9799.51,16909.32,7631.52,13628.26,10242.52,,
Portugal,Renewable hydropower,Electricity generation (GWh),11323.00,14034.00,7800.00,15723.00,9869.00,4730.66,11002.18,10091.97,6799.05,8284.27,16147.90,11539.21,5622.72,13730.42,15568.91,8660.51,15723.32,5896.88,12393.35,8817.71,,
Portugal,Pumped storage,Electricity generation (GWh),392.00,341.00,457.00,331.00,278.00,387.00,465.00,357.00,499.00,725.00,399.00,575.00,1038.00,1138.00,843.00,1139.00,1186.00,1734.64,1234.91,1424.80,,
Portugal,Marine,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.01,0.00,0.00,,
Portugal,Wind,Electricity generation (GWh),168.00,256.00,362.00,496.00,816.33,1773.26,2925.47,4036.71,5757.38,7576.96,9181.57,9161.61,10259.78,12014.60,12111.40,11607.64,12474.10,12247.85,12616.58,13666.95,,
Portugal,Onshore wind energy,Electricity generation (GWh),168.00,256.00,362.00,496.00,816.33,1773.26,2925.47,4036.71,5757.38,7576.96,9181.57,9161.59,10256.45,12010.09,12107.79,11602.94,12474.10,12247.85,12616.58,13666.95,,
Portugal,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,3.33,4.51,3.61,4.70,0.00,0.00,0.00,0.00,,
Portugal,Solar,Electricity generation (GWh),1.00,1.00,2.00,3.00,3.00,3.00,4.80,24.00,40.53,160.00,211.33,279.93,392.65,479.14,627.32,796.16,870.60,992.95,1022.93,1359.28,,
Portugal,Solar photovoltaic,Electricity generation (GWh),1.00,1.00,2.00,3.00,3.00,3.00,4.80,24.00,40.53,160.00,211.33,279.93,392.65,479.14,627.32,796.16,856.14,975.92,1005.90,1342.25,,
Portugal,Concentrated solar power,Electricity generation (GWh),,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.46,17.03,17.03,17.03,,
Portugal,Bioenergy,Electricity generation (GWh),1296.00,1345.00,1473.00,1391.00,1542.00,1682.00,1705.00,1864.00,1853.00,2086.00,2615.00,2924.00,2950.00,3051.00,3048.00,3104.00,3070.69,3220.30,3155.85,3363.23,,
