geo,year,tech,weighted_average_LCOE(USD/KWh),reference_year,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Biomass,0.07114,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Biomass,0.07114,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2018,Biomass,0.07900,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2019,Biomass,0.07987,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2020,Biomass,0.08800,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Biomass,0.07624,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Biomass,0.05583,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Biomass,0.06134,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Biomass,0.08198,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Biomass,0.08279,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Biomass,0.07364,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Biomass,0.07253,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Biomass,0.07304,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Biomass,0.05705,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Biomass,0.06627,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Biomass,0.07623,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2009,Concentrating solar power,0.34000,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Concentrating solar power,0.33982,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Concentrating solar power,0.33570,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Concentrating solar power,0.33073,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Concentrating solar power,0.24887,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Concentrating solar power,0.21738,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Concentrating solar power,0.22438,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Concentrating solar power,0.25396,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Concentrating solar power,0.21565,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Concentrating solar power,0.15189,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Concentrating solar power,0.21157,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Concentrating solar power,0.10836,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2021,Concentrating solar power,0.07510,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Geothermal,0.08259,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Geothermal,0.08259,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2020,Geothermal,0.08756,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2007,Geothermal,0.04889,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2008,Geothermal,0.04299,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2009,Geothermal,0.07329,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Geothermal,0.04920,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Geothermal,0.04920,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Geothermal,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Geothermal,0.08537,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Geothermal,0.08537,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Geothermal,0.06207,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Geothermal,0.06473,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Geothermal,0.06418,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Geothermal,0.06659,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Geothermal,0.06066,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Geothermal,0.06066,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Geothermal,0.07061,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Geothermal,0.07061,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Geothermal,0.07481,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Geothermal,0.07481,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Geothermal,0.07095,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Geothermal,0.07223,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Geothermal,0.07261,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Geothermal,0.07401,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Geothermal,0.07109,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Geothermal,0.07109,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Geothermal,0.07018,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2010,Hydro,0.05729,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2010,Hydro,0.09602,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2011,Hydro,0.05729,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2011,Hydro,0.09602,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2012,Hydro,0.05729,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2012,Hydro,0.09602,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2013,Hydro,0.05729,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2013,Hydro,0.09602,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2014,Hydro,0.05729,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2014,Hydro,0.09602,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2015,Hydro,0.05729,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2015,Hydro,0.09602,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2016,Hydro,0.07809,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2016,Hydro,0.09612,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2016,Hydro,0.07425,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2017,Hydro,0.07809,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2017,Hydro,0.09612,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2017,Hydro,0.07425,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2018,Hydro,0.07809,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2018,Hydro,0.09612,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2019,Hydro,0.07809,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2019,Hydro,0.09612,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2020,Hydro,0.07809,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2020,Hydro,0.09612,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2010,Hydro,0.14249,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2010,Hydro,0.15944,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2011,Hydro,0.14249,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2011,Hydro,0.15944,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2012,Hydro,0.14249,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2012,Hydro,0.15944,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2013,Hydro,0.14249,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2013,Hydro,0.15944,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2014,Hydro,0.14249,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2014,Hydro,0.15944,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2015,Hydro,0.14249,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2015,Hydro,0.15944,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Hydro,0.11886,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Hydro,0.11731,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Hydro,0.12454,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Hydro,0.11886,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Hydro,0.11731,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Hydro,0.12454,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2018,Hydro,0.11886,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2018,Hydro,0.11731,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2019,Hydro,0.11886,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2019,Hydro,0.11731,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2020,Hydro,0.11886,2020,Large (>10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2020,Hydro,0.11731,2020,Small (<10MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Hydro,0.03754,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Hydro,0.03533,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Hydro,0.03675,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Hydro,0.04109,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Hydro,0.04141,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Hydro,0.03590,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Hydro,0.04795,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Hydro,0.04896,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Hydro,0.03877,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Hydro,0.04027,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Hydro,0.04444,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2010,Offshore wind,0.19800,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2019,Offshore wind,0.11900,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2020,Offshore wind,0.08700,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2010,Offshore wind,0.11000,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2019,Offshore wind,0.08700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2020,Offshore wind,0.08800,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2010,Offshore wind,0.15800,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Offshore Wind,0.14572,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Offshore Wind,0.14572,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2019,Offshore wind,0.11700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2020,Offshore wind,0.08300,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2010,Offshore wind,0.16600,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2019,Offshore wind,0.12000,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2020,Offshore wind,0.09300,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2000,Offshore wind,0.12247,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2001,Offshore wind,0.12124,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2002,Offshore wind,0.11823,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2003,Offshore wind,0.10380,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2004,Offshore wind,0.13604,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2005,Offshore wind,0.10570,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2006,Offshore wind,0.10879,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2007,Offshore wind,0.17994,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2008,Offshore wind,0.17942,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2009,Offshore wind,0.15865,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Offshore wind,0.16162,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2010,Offshore wind,0.16162,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Offshore wind,0.17089,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2011,Offshore wind,0.17089,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Offshore wind,0.14695,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2012,Offshore wind,0.14695,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Offshore wind,0.13902,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2013,Offshore wind,0.16251,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Offshore wind,0.16534,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2014,Offshore wind,0.16534,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Offshore wind,0.14223,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2015,Offshore wind,0.14223,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Offshore wind,0.11796,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2016,Offshore wind,0.11796,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Offshore wind,0.11355,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2017,Offshore wind,0.11355,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Offshore wind,0.11053,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2018,Offshore wind,0.11053,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Offshore wind,0.09297,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2019,Offshore wind,0.09297,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Offshore wind,0.08378,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2020,Offshore wind,0.08448,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2021,Offshore wind,0.10965,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2021,Offshore wind,0.11890,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2022,Offshore wind,0.09270,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2023,Offshore wind,0.08630,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global,2024,Offshore wind,0.08518,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2010,Offshore wind,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2020,Offshore wind,0.06700,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,2010,Offshore wind,0.16200,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,2019,Offshore wind,0.12100,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,2020,Offshore wind,0.11500,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1984,Onshore wind,0.24353,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1985,Onshore wind,0.23132,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1986,Onshore wind,0.22473,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1987,Onshore wind,0.21519,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1988,Onshore wind,0.21996,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1989,Onshore wind,0.20385,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1990,Onshore wind,0.20660,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1991,Onshore wind,0.19792,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1992,Onshore wind,0.18375,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1993,Onshore wind,0.18364,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1994,Onshore wind,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1995,Onshore wind,0.15607,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1996,Onshore wind,0.15227,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1997,Onshore wind,0.15463,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1998,Onshore wind,0.14663,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1999,Onshore wind,0.14296,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2000,Onshore wind,0.15137,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2001,Onshore wind,0.14562,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2002,Onshore wind,0.11147,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2003,Onshore wind,0.09486,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2004,Onshore wind,0.08613,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2005,Onshore wind,0.09784,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2006,Onshore wind,0.11718,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2007,Onshore wind,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2008,Onshore wind,0.10433,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2009,Onshore wind,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2010,Onshore wind,0.10618,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2011,Onshore wind,0.10451,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2012,Onshore wind,0.08238,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2013,Onshore wind,0.08391,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2014,Onshore wind,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2015,Onshore wind,0.06272,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2016,Onshore wind,0.06007,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2017,Onshore wind,0.05316,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2018,Onshore wind,0.05255,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2019,Onshore wind,0.05194,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2020,Onshore wind,0.05093,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2010,Onshore wind,0.11200,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2016,Onshore Wind,0.05525,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2017,Onshore Wind,0.05525,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2018,Onshore wind,0.06900,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2019,Onshore wind,0.06400,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,2020,Onshore wind,0.04700,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2010,Onshore wind,0.11300,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2016,Onshore Wind,0.07761,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2017,Onshore Wind,0.07761,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2018,Onshore wind,0.07200,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,2019,Onshore wind,0.06700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
